Metro,Dimension Type,Month,Dimension,Measure,Value,YoY
Washington DC,Timeseries,2017-09,Metro Median Base Pay,Median Base Pay,59263.33333,
Washington DC,Timeseries,2017-08,Metro Median Base Pay,Median Base Pay,59076.33333,
Washington DC,Timeseries,2017-07,Metro Median Base Pay,Median Base Pay,58760.66667,
Washington DC,Timeseries,2017-06,Metro Median Base Pay,Median Base Pay,58723.33333,
Washington DC,Timeseries,2017-05,Metro Median Base Pay,Median Base Pay,58975.66667,
Washington DC,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,58878,
Washington DC,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,58804,
Washington DC,Timeseries,2017-02,Metro Median Base Pay,Median Base Pay,58545.33333,
Washington DC,Timeseries,2017-01,Metro Median Base Pay,Median Base Pay,58710.66667,
Washington DC,Timeseries,2016-12,Metro Median Base Pay,Median Base Pay,58555.66667,
Washington DC,Timeseries,2016-11,Metro Median Base Pay,Median Base Pay,58541.33333,
Washington DC,Timeseries,2016-10,Metro Median Base Pay,Median Base Pay,58436.66667,
Washington DC,Timeseries,2016-09,Metro Median Base Pay,Median Base Pay,58152,
Washington DC,Timeseries,2016-08,Metro Median Base Pay,Median Base Pay,58065,
Washington DC,Timeseries,2016-07,Metro Median Base Pay,Median Base Pay,58053.33333,
Washington DC,Timeseries,2016-06,Metro Median Base Pay,Median Base Pay,58049.66667,
Washington DC,Timeseries,2016-05,Metro Median Base Pay,Median Base Pay,58000,
Washington DC,Timeseries,2016-04,Metro Median Base Pay,Median Base Pay,57688,
Washington DC,Timeseries,2016-03,Metro Median Base Pay,Median Base Pay,57529.66667,
Washington DC,Timeseries,2016-02,Metro Median Base Pay,Median Base Pay,57297.33333,
Washington DC,Timeseries,2016-01,Metro Median Base Pay,Median Base Pay,57148.33333,
Washington DC,Timeseries,2015-12,Metro Median Base Pay,Median Base Pay,57067,
Washington DC,Timeseries,2015-11,Metro Median Base Pay,Median Base Pay,56952,
Washington DC,Timeseries,2015-10,Metro Median Base Pay,Median Base Pay,56979,
Washington DC,Timeseries,2015-09,Metro Median Base Pay,Median Base Pay,56796,
Washington DC,Timeseries,2015-08,Metro Median Base Pay,Median Base Pay,56860.66667,
Washington DC,Timeseries,2015-07,Metro Median Base Pay,Median Base Pay,56723.66667,
Washington DC,Timeseries,2015-06,Metro Median Base Pay,Median Base Pay,56705.66667,
Washington DC,Timeseries,2015-05,Metro Median Base Pay,Median Base Pay,56464.33333,
Washington DC,Timeseries,2015-04,Metro Median Base Pay,Median Base Pay,56296,
Washington DC,Timeseries,2015-03,Metro Median Base Pay,Median Base Pay,56128.33333,
Washington DC,Timeseries,2015-02,Metro Median Base Pay,Median Base Pay,56146,
Washington DC,Timeseries,2015-01,Metro Median Base Pay,Median Base Pay,56121.33333,
Washington DC,Timeseries,2014-12,Metro Median Base Pay,Median Base Pay,56314,
Washington DC,Timeseries,2014-11,Metro Median Base Pay,Median Base Pay,56205.33333,
Washington DC,Timeseries,2014-10,Metro Median Base Pay,Median Base Pay,56063.66667,
Washington DC,Timeseries,2014-09,Metro Median Base Pay,Median Base Pay,55944.33333,
Washington DC,Timeseries,2014-08,Metro Median Base Pay,Median Base Pay,55884,
Washington DC,Timeseries,2014-07,Metro Median Base Pay,Median Base Pay,55875.66667,
Washington DC,Timeseries,2014-06,Metro Median Base Pay,Median Base Pay,55678.66667,
Washington DC,Timeseries,2014-05,Metro Median Base Pay,Median Base Pay,55543.66667,
Washington DC,Timeseries,2014-04,Metro Median Base Pay,Median Base Pay,55750,
Washington DC,Timeseries,2014-03,Metro Median Base Pay,Median Base Pay,55664,
